Timestep;Time span;Sum [L/Min]
0;00:00:00;10
1;00:01:00;10
2;00:02:00;10
3;00:03:00;10
4;00:04:00;10
5;00:05:00;10
6;00:06:00;10
7;00:07:00;10
8;00:08:00;10
9;00:09:00;10
10;00:10:00;10
11;00:11:00;10
12;00:12:00;10
13;00:13:00;10
14;00:14:00;10
15;00:15:00;10
16;00:16:00;10
17;00:17:00;10
18;00:18:00;10
19;00:19:00;10
20;00:20:00;10
21;00:21:00;10
22;00:22:00;10
23;00:23:00;10
24;00:24:00;10
25;00:25:00;10
26;00:26:00;10
27;00:27:00;10
28;00:28:00;10
29;00:29:00;10
30;00:30:00;10
31;00:31:00;10
32;00:32:00;10
33;00:33:00;10
34;00:34:00;10
35;00:35:00;10
36;00:36:00;10
37;00:37:00;10
38;00:38:00;10
39;00:39:00;10
40;00:40:00;10
41;00:41:00;10
42;00:42:00;10
43;00:43:00;10
44;00:44:00;10
45;00:45:00;10
46;00:46:00;10
47;00:47:00;10
48;00:48:00;10
49;00:49:00;10
50;00:50:00;10
51;00:51:00;10
52;00:52:00;10
53;00:53:00;10
54;00:54:00;10
55;00:55:00;10
56;00:56:00;10
57;00:57:00;10
58;00:58:00;10
59;00:59:00;10
60;01:00:00;10
61;01:01:00;8,893851222441437
62;01:02:00;7,887761164516526
63;01:03:00;5
64;01:04:00;5
65;01:05:00;5
66;01:06:00;5
67;01:07:00;5
68;01:08:00;5
69;01:09:00;5
70;01:10:00;5
71;01:11:00;5
72;01:12:00;5
73;01:13:00;5
74;01:14:00;5
75;01:15:00;5
76;01:16:00;3
77;01:17:00;3
78;01:18:00;3
79;01:19:00;3
80;01:20:00;3
81;01:21:00;3
82;01:22:00;3
83;01:23:00;3
84;01:24:00;3
85;01:25:00;3
86;01:26:00;3
87;01:27:00;0
88;01:28:00;0
89;01:29:00;0
90;01:30:00;0
91;01:31:00;0
92;01:32:00;0
93;01:33:00;0
94;01:34:00;0
95;01:35:00;0
96;01:36:00;0
97;01:37:00;0
98;01:38:00;0
99;01:39:00;0
100;01:40:00;0
101;01:41:00;0
102;01:42:00;0
103;01:43:00;0
104;01:44:00;0
105;01:45:00;0
106;01:46:00;0
107;01:47:00;0
108;01:48:00;0
109;01:49:00;0
110;01:50:00;0
111;01:51:00;0
112;01:52:00;0
113;01:53:00;0
114;01:54:00;0
115;01:55:00;0
116;01:56:00;0
117;01:57:00;0
118;01:58:00;0
119;01:59:00;0
120;02:00:00;0
121;02:01:00;0
122;02:02:00;0
123;02:03:00;0
124;02:04:00;0
125;02:05:00;0
126;02:06:00;0
127;02:07:00;0
128;02:08:00;0
129;02:09:00;0
130;02:10:00;0
131;02:11:00;0
132;02:12:00;0
133;02:13:00;0
134;02:14:00;0
135;02:15:00;0
136;02:16:00;0
137;02:17:00;0
138;02:18:00;0
139;02:19:00;0
140;02:20:00;0
141;02:21:00;0
142;02:22:00;0
143;02:23:00;0
144;02:24:00;0
145;02:25:00;0
146;02:26:00;0
147;02:27:00;0
148;02:28:00;0
149;02:29:00;0
150;02:30:00;0
151;02:31:00;0
152;02:32:00;0
153;02:33:00;0
154;02:34:00;0
155;02:35:00;0
156;02:36:00;0
157;02:37:00;0
158;02:38:00;0
159;02:39:00;0
160;02:40:00;0
161;02:41:00;0
162;02:42:00;0
163;02:43:00;0
164;02:44:00;0
165;02:45:00;0
166;02:46:00;0
167;02:47:00;0
168;02:48:00;0
169;02:49:00;0
170;02:50:00;0
171;02:51:00;0
172;02:52:00;0
173;02:53:00;0
174;02:54:00;0
175;02:55:00;0
176;02:56:00;0
177;02:57:00;0
178;02:58:00;0
179;02:59:00;0
180;03:00:00;0
181;03:01:00;0
182;03:02:00;0
183;03:03:00;0
184;03:04:00;0
185;03:05:00;0
186;03:06:00;0
187;03:07:00;0
188;03:08:00;0
189;03:09:00;0
190;03:10:00;0
191;03:11:00;0
192;03:12:00;0
193;03:13:00;0
194;03:14:00;0
195;03:15:00;0
196;03:16:00;0
197;03:17:00;0
198;03:18:00;0
199;03:19:00;0
200;03:20:00;0
201;03:21:00;0
202;03:22:00;0
203;03:23:00;0
204;03:24:00;0
205;03:25:00;0
206;03:26:00;0
207;03:27:00;0
208;03:28:00;0
209;03:29:00;0
210;03:30:00;0
211;03:31:00;0
212;03:32:00;0
213;03:33:00;0
214;03:34:00;0
215;03:35:00;0
216;03:36:00;0
217;03:37:00;0
218;03:38:00;0
219;03:39:00;0
220;03:40:00;0
221;03:41:00;0
222;03:42:00;0
223;03:43:00;0
224;03:44:00;0
225;03:45:00;0
226;03:46:00;0
227;03:47:00;0
228;03:48:00;0
229;03:49:00;0
230;03:50:00;0
231;03:51:00;0
232;03:52:00;0
233;03:53:00;0
234;03:54:00;0
235;03:55:00;0
236;03:56:00;0
237;03:57:00;0
238;03:58:00;0
239;03:59:00;0
240;04:00:00;0
241;04:01:00;0
242;04:02:00;0
243;04:03:00;0
244;04:04:00;0
245;04:05:00;0
246;04:06:00;0
247;04:07:00;0
248;04:08:00;0
249;04:09:00;0
250;04:10:00;0
251;04:11:00;0
252;04:12:00;0
253;04:13:00;0
254;04:14:00;0
255;04:15:00;0
256;04:16:00;0
257;04:17:00;0
258;04:18:00;0
259;04:19:00;0
260;04:20:00;0
261;04:21:00;0
262;04:22:00;0
263;04:23:00;0
264;04:24:00;0
265;04:25:00;0
266;04:26:00;0
267;04:27:00;0
268;04:28:00;0
269;04:29:00;0
270;04:30:00;0
271;04:31:00;0
272;04:32:00;0
273;04:33:00;0
274;04:34:00;0
275;04:35:00;0
276;04:36:00;0
277;04:37:00;0
278;04:38:00;0
279;04:39:00;0
280;04:40:00;0
281;04:41:00;0
282;04:42:00;0
283;04:43:00;0
284;04:44:00;0
285;04:45:00;0
286;04:46:00;0
